id,hhb,hbo2,ca,na
18156,7.7272606,3.7646775,8.579927,2.776365
18157,7.712187,3.7586548,8.562804,2.7724936
18158,7.7182407,3.7609675,8.567122,2.7734177
18159,7.70703,3.7562861,8.55318,2.7688797
18160,7.7199507,3.7619069,8.570903,2.7749248
18161,7.714254,3.7597532,8.56384,2.7728064
18162,7.71807,3.7597013,8.569458,2.7718499
18163,7.7183895,3.7608645,8.566575,2.7739108
18164,7.7131367,3.7590468,8.564059,2.7728827
18165,7.7255735,3.7643201,8.57409,2.7771919
18166,7.7243814,3.7631795,8.5779505,2.7767098
18167,7.715039,3.7601607,8.568838,2.7718003
18168,7.719277,3.7617652,8.568999,2.7742693
18169,7.717024,3.7609475,8.569995,2.7732117
18170,7.7154956,3.7596328,8.562259,2.7707176
18171,7.7219095,3.762158,8.569907,2.775161
18172,7.7220407,3.7614796,8.572298,2.7733524
18173,7.708976,3.7572176,8.558725,2.7707367
18174,7.720685,3.761788,8.564106,2.7715974
18175,7.715435,3.7598805,8.56307,2.770918
18176,7.717825,3.761093,8.567121,2.7739122
18177,7.723485,3.7637422,8.57035,2.7763417
18178,7.7250757,3.7636814,8.575017,2.7762063
18179,7.720175,3.761334,8.570408,2.773433
18180,7.72037,3.762349,8.574155,2.773751
18181,7.720305,3.7606606,8.571029,2.7727811
18182,7.7190437,3.761708,8.572551,2.7736757
18183,7.7156057,3.7604704,8.563699,2.7738903
18184,7.7127924,3.75885,8.561722,2.7721217
18185,7.714611,3.7598267,8.566179,2.7726297
18186,7.715909,3.7604449,8.564654,2.7741053
18187,7.7205963,3.7620502,8.567619,2.7729142
18188,7.70646,3.7566633,8.551858,2.76913
18189,7.719189,3.761656,8.568465,2.7716243
18190,7.722771,3.761926,8.572954,2.7735841
18191,7.7084045,3.7577279,8.558947,2.7697823
18192,7.7255445,3.7637465,8.57825,2.7755451
18193,7.71455,3.7593863,8.565472,2.7722437
18194,7.72757,3.7654514,8.575756,2.7773292
18195,7.708971,3.7571797,8.55784,2.7704704
18196,7.7289877,3.765078,8.579575,2.7764027
18197,7.7103453,3.7580242,8.556705,2.7712576
18198,7.722717,3.7628677,8.571569,2.7750041
18199,7.708016,3.7572072,8.558523,2.769932
18200,7.729855,3.7662296,8.57799,2.7775018
18201,7.718551,3.7613838,8.567499,2.7743456
18202,7.723419,3.763721,8.569137,2.77513
18203,7.716055,3.759925,8.561364,2.7717693
18204,7.719971,3.761866,8.56933,2.7741354
18205,7.728789,3.7647974,8.579348,2.7761095
18206,7.7240124,3.7629218,8.574102,2.7761354
18207,7.7179995,3.760191,8.56806,2.7721887
18208,7.729212,3.7652633,8.579611,2.7766924
18209,7.7098813,3.758105,8.556345,2.7712438
18210,7.7078924,3.757295,8.556146,2.769684
18211,7.7232475,3.7633598,8.572476,2.7762892
18212,7.7248993,3.7644866,8.570686,2.7763731
18213,7.723157,3.763215,8.57435,2.7760491
18214,7.711504,3.7588797,8.560503,2.7710097
18215,7.716263,3.7604198,8.567511,2.7729728
18216,7.7270145,3.7639928,8.577031,2.7752306
18217,7.712759,3.7581835,8.559457,2.7696521
18218,7.725117,3.7634249,8.575908,2.7768323
18219,7.7192655,3.761404,8.5667,2.7723184
18220,7.7141204,3.7599347,8.566521,2.7716756
18221,7.7186785,3.761928,8.567913,2.7749054
18222,7.724902,3.7641711,8.571745,2.7750409
18223,7.72619,3.7640443,8.577465,2.7772677
18224,7.7165294,3.760104,8.561208,2.771295
18225,7.7129545,3.7595556,8.562915,2.7718766
18226,7.7229385,3.7620826,8.572914,2.773595
18227,7.723159,3.7627878,8.572592,2.775595
18228,7.725574,3.763737,8.576467,2.776913
18229,7.7047024,3.7561903,8.550146,2.7686465
18230,7.725567,3.7635343,8.576066,2.7758014
18231,7.71971,3.761218,8.571088,2.7729542
18232,7.727275,3.7647142,8.579871,2.7763445
18233,7.7298017,3.7665102,8.577352,2.7784684
18234,7.716873,3.7598987,8.562084,2.7704422
18235,7.729749,3.7665784,8.576358,2.7780097
18236,7.722645,3.7624898,8.572404,2.7749846
18237,7.7099476,3.7576895,8.555883,2.7708743
18238,7.703777,3.7553432,8.552636,2.7682273
18239,7.722418,3.7625053,8.575286,2.7744343
18240,7.720424,3.7634299,8.569337,2.773318
18241,7.7196016,3.761951,8.573479,2.773167
18242,7.7263618,3.7639704,8.576926,2.777263
18243,7.72214,3.763648,8.573241,2.775797
18244,7.719697,3.7613177,8.565525,2.7719548
18245,7.728678,3.7650328,8.57956,2.7762406
18246,7.7235875,3.762197,8.573434,2.7742083
18247,7.71538,3.759674,8.563205,2.7708328
18248,7.722207,3.7627068,8.57331,2.7756574
18249,7.710827,3.7584176,8.557763,2.7714808
18250,7.7268634,3.7643924,8.577813,2.7772298
18251,7.7130003,3.758664,8.563324,2.7718804
18252,7.7218194,3.763413,8.572942,2.7756464
18253,7.7193356,3.7616544,8.570301,2.774853
18254,7.7127347,3.7586727,8.559633,2.7703888
18255,7.717848,3.7608454,8.565579,2.7728636
18256,7.719581,3.760209,8.571718,2.7725027
18257,7.7230263,3.763375,8.57474,2.7745335
18258,7.726102,3.7636113,8.576429,2.7749374
18259,7.719886,3.7617168,8.571847,2.7746146
18260,7.719694,3.761793,8.56984,2.7752833
18261,7.711181,3.7578173,8.561646,2.7716644
18262,7.7244587,3.7632473,8.577263,2.7753477
18263,7.7285194,3.765941,8.576333,2.7775064
18264,7.7205753,3.7622051,8.56869,2.7740977
18265,7.7182345,3.7614803,8.571918,2.7733874
18266,7.72388,3.763926,8.570774,2.7761538
18267,7.7208376,3.762207,8.570435,2.7743843
18268,7.7096844,3.7577512,8.558784,2.771079
18269,7.716075,3.760453,8.565124,2.7741752
18270,7.722081,3.7635612,8.5732565,2.775776
18271,7.724372,3.76321,8.574618,2.7763107
18272,7.7183523,3.762303,8.568841,2.772942
18273,7.7214675,3.7633042,8.572522,2.7755191
18274,7.7238846,3.7628443,8.574012,2.7760892
18275,7.7112966,3.758206,8.561401,2.7716305
18276,7.712469,3.7586365,8.562222,2.7721345
18277,7.71994,3.762147,8.57353,2.773403
18278,7.7238765,3.7636216,8.572572,2.7760482
18279,7.7142744,3.759316,8.565309,2.7725089
18280,7.726794,3.7639194,8.577622,2.775139
18281,7.7188945,3.7610059,8.568896,2.7749102
18282,7.720091,3.7620082,8.570835,2.773787
18283,7.7117267,3.7587852,8.559733,2.7722561
18284,7.724184,3.7630901,8.577779,2.7766657
18285,7.725658,3.7638137,8.578904,2.7757218
18286,7.7256227,3.763384,8.575755,2.7744226
18287,7.723549,3.7633746,8.574577,2.7761219
18288,7.7238655,3.7639246,8.568902,2.7754824
18289,7.7227893,3.7628486,8.571407,2.7747738
18290,7.7262664,3.7636702,8.576301,2.7748077
18291,7.723427,3.7630548,8.576547,2.7752397
18292,7.7194834,3.7610943,8.569415,2.7731724
18293,7.718815,3.7617753,8.57185,2.7737525
18294,7.71502,3.7597976,8.566236,2.7726
18295,7.720124,3.761874,8.569342,2.7752044
18296,7.7122407,3.7586162,8.563121,2.7725227
18297,7.7084265,3.7569475,8.5563545,2.7702882
18298,7.711617,3.7579908,8.562242,2.7717078
18299,7.7198076,3.7617369,8.56865,2.7740238
18300,7.719886,3.762118,8.573568,2.7733538
18301,7.7178297,3.7606516,8.566689,2.773337
18302,7.7221336,3.7619696,8.574838,2.7740767
18303,7.7161007,3.7605507,8.568745,2.7728674
18304,7.7238836,3.763287,8.576387,2.7752855
18305,7.725706,3.7643008,8.5773,2.77689
18306,7.710052,3.7576897,8.558956,2.7712696
18307,7.7171955,3.7600508,8.56821,2.7715943
18308,7.714367,3.759481,8.563511,2.7722223
18309,7.712213,3.7586818,8.560965,2.7720644
18310,7.713118,3.759363,8.56233,2.7730892
18311,7.7207475,3.761678,8.568213,2.7744453
18312,7.7174263,3.7605104,8.561969,2.7709823
18313,7.72015,3.7614322,8.572852,2.7734888
18314,7.7215385,3.762757,8.575984,2.7740731
18315,7.7182455,3.7611022,8.566927,2.7730746
18316,7.725585,3.7630916,8.576166,2.7746308
18317,7.7198744,3.7627592,8.569996,2.7721004
18318,7.7208343,3.7621708,8.574164,2.7739885
18319,7.7205257,3.7622533,8.574115,2.7736623
18320,7.726174,3.7640307,8.580122,2.7759013
18321,7.7229424,3.7633684,8.574891,2.7745514
18322,7.723787,3.763917,8.57081,2.7764575
18323,7.72388,3.7628937,8.576307,2.7750683
18324,7.7065125,3.7560282,8.552126,2.7678277
18325,7.7124367,3.759441,8.561048,2.771353
18326,7.7221537,3.7626622,8.569152,2.77405
18327,7.717126,3.7592583,8.56794,2.7715547
18328,7.7186728,3.7612846,8.567451,2.7740262
18329,7.725556,3.7631094,8.576203,2.7747014
18330,7.722291,3.7630692,8.5763645,2.774323
18331,7.7075186,3.7566698,8.558446,2.7701876
18332,7.721257,3.7618117,8.569474,2.7722878
18333,7.72278,3.7627738,8.575087,2.7748652
18334,7.713688,3.7595425,8.562372,2.7725837
18335,7.711063,3.7580676,8.561337,2.7720516
18336,7.72836,3.7652233,8.578382,2.7778318
18337,7.7244496,3.7636933,8.572693,2.775015
18338,7.7187643,3.7613335,8.567715,2.7738888
18339,7.7198486,3.7610264,8.573338,2.7734914
18340,7.718004,3.7619703,8.569004,2.772753
18341,7.7176166,3.7608852,8.568631,2.7745745
18342,7.7234573,3.763172,8.572474,2.775224
18343,7.7138386,3.7595444,8.563575,2.772804
18344,7.718986,3.761629,8.572834,2.7731845
18345,7.726469,3.7641757,8.5795,2.7756743
18346,7.7147655,3.7595842,8.563929,2.7722845
18347,7.721793,3.7634852,8.572726,2.775623
18348,7.7204466,3.761297,8.572959,2.7733629
18349,7.723243,3.7627776,8.573011,2.7756495
18350,7.726655,3.763888,8.576902,2.7748315
18351,7.7128987,3.7590275,8.56206,2.7723043
18352,7.719462,3.7614555,8.571315,2.7724903
18353,7.70602,3.756317,8.555161,2.7690637
18354,7.721205,3.7624645,8.57151,2.7749934
18355,7.714849,3.759972,8.56423,2.7737968
18356,7.726906,3.7641306,8.577061,2.775438
18357,7.720709,3.7621398,8.570657,2.7747061
18358,7.7157946,3.7607481,8.565733,2.773365
18359,7.722723,3.762733,8.574983,2.7748625
18360,7.724193,3.7634134,8.5779295,2.7753136
18361,7.719758,3.7617245,8.569541,2.7741954
18362,7.7270365,3.7642038,8.57743,2.7755282
18363,7.7166524,3.7606921,8.56493,2.7732475
18364,7.720411,3.7623386,8.569573,2.7754834
18365,7.7268295,3.7645535,8.5797,2.7759511
18366,7.724845,3.763257,8.575142,2.776584
18367,7.720367,3.7607746,8.570416,2.7726736
18368,7.723965,3.763782,8.574635,2.7749293
18369,7.725527,3.7631376,8.576225,2.7747605
18370,7.7175117,3.760878,8.572234,2.7728016
18371,7.727054,3.7646244,8.579708,2.7762718
18372,7.7210054,3.7613237,8.571072,2.7734568
18373,7.722575,3.7625012,8.571984,2.7753484
18374,7.7257204,3.7638493,8.578429,2.77554
18375,7.7250357,3.7637446,8.578035,2.775627
18376,7.721457,3.7620022,8.573358,2.7737944
18377,7.7216086,3.7633498,8.572701,2.7756073
18378,7.711524,3.7587833,8.560591,2.7715828
18379,7.7286134,3.7649717,8.579141,2.7761967
18380,7.7187853,3.7617068,8.572258,2.7736235
18381,7.7243586,3.7631917,8.57795,2.7767584
18382,7.7280846,3.7646842,8.578951,2.7759123
18383,7.722043,3.761756,8.572057,2.7730248
18384,7.707762,3.7563953,8.556287,2.7693312
18385,7.72973,3.7653437,8.579921,2.776421
18386,7.719346,3.7628226,8.568622,2.7726724
18387,7.72383,3.7636175,8.572835,2.7763667
18388,7.721029,3.7617102,8.573007,2.7736304
18389,7.712801,3.7587953,8.563734,2.772197
18390,7.7200913,3.7604074,8.572218,2.7726948
18391,7.725851,3.7648993,8.571648,2.776707
18392,7.725104,3.7645264,8.5708685,2.7762947
18393,7.7321997,3.767208,8.58116,2.7788584
18394,7.708849,3.757882,8.5603075,2.7702563
18395,7.723308,3.7627861,8.572847,2.7756357
18396,7.7190847,3.7616105,8.566931,2.773502
18397,7.707488,3.7570004,8.557143,2.7695606
18398,7.7134056,3.7589269,8.563137,2.7719252
18399,7.725974,3.7640948,8.578766,2.7758553
18400,7.717355,3.7604945,8.56627,2.7742732
18401,7.726081,3.763982,8.579644,2.77582
18402,7.7145467,3.7607026,8.564313,2.7719119
18403,7.722541,3.7629073,8.57353,2.7757304
18404,7.7215385,3.7625074,8.570981,2.775681
18405,7.71421,3.7591882,8.562136,2.7711432
18406,7.720842,3.7614198,8.573153,2.7736819
18407,7.7181535,3.7612374,8.568688,2.774225
18408,7.7265177,3.7638695,8.577256,2.775233
18409,7.7244544,3.7641714,8.570811,2.7760065
18410,7.7238626,3.763862,8.570205,2.7756073
18411,7.7199497,3.7613049,8.573207,2.772969
18412,7.720442,3.7618935,8.568132,2.7742412
18413,7.7208757,3.761949,8.570473,2.7741275
18414,7.716551,3.760469,8.56506,2.772607
18415,7.712019,3.7591653,8.561608,2.771332
18416,7.7200174,3.7612956,8.572177,2.7733421
18417,7.722472,3.7626534,8.574769,2.774778
18418,7.7186317,3.7613075,8.567761,2.7746887
18419,7.721185,3.7621644,8.573557,2.7745426
18420,7.726645,3.7641983,8.579738,2.7757096
18421,7.724498,3.7633016,8.574736,2.7757595
18422,7.7088785,3.7576463,8.560318,2.7704642
18423,7.712799,3.7584753,8.561262,2.7705076
18424,7.719263,3.7611644,8.567598,2.7743495
18425,7.7194285,3.7601411,8.57119,2.7723982
18426,7.718794,3.761145,8.565815,2.7721412
18427,7.711117,3.758428,8.556471,2.7701569
18428,7.720952,3.762061,8.567528,2.7732844
18429,7.71738,3.7606199,8.565492,2.7729714
18430,7.720151,3.7619185,8.569485,2.7749593
18431,7.710688,3.75842,8.556197,2.7709978
18432,7.7191052,3.7614758,8.567869,2.7735865
18433,7.7064266,3.7566204,8.555804,2.7692707
18434,7.727662,3.7649555,8.577393,2.7775252
18435,7.7180367,3.7609422,8.567397,2.7732131
18436,7.706469,3.756169,8.557851,2.7699573
18437,7.71875,3.7613363,8.568101,2.7737744
18438,7.7199235,3.7613044,8.569736,2.7732875
18439,7.70949,3.7578926,8.557103,2.7712424
18440,7.714791,3.759627,8.561171,2.77095
18441,7.722001,3.762833,8.5706215,2.7757127
18442,7.721249,3.7622657,8.570081,2.7742057
18443,7.7090716,3.7571955,8.55867,2.770654
18444,7.7176046,3.760225,8.563012,2.7706525
18445,7.7241025,3.76323,8.573986,2.7752159
18446,7.7290735,3.7650712,8.580316,2.7766247
18447,7.7259383,3.7644086,8.57765,2.7770011
18448,7.7201924,3.7620187,8.573865,2.7738526
18449,7.7259703,3.7648585,8.571011,2.7753322
18450,7.7193694,3.7616074,8.569449,2.7750776
18451,7.7166424,3.7604206,8.567817,2.7737596
18452,7.724397,3.7632108,8.573922,2.776025
18453,7.724277,3.7641888,8.570538,2.7765744
18454,7.7260723,3.7635393,8.576819,2.7748306
18455,7.7192497,3.7610657,8.572739,2.7729013
18456,7.708368,3.7573988,8.559891,2.7702107
18457,7.7120137,3.7592006,8.560774,2.771267
18458,7.7253947,3.7636294,8.575576,2.7768166
18459,7.71835,3.7614508,8.567145,2.774696
18460,7.722075,3.762672,8.574027,2.7749527
18461,7.711173,3.758475,8.557589,2.7716992
18462,7.718972,3.7615561,8.56766,2.7741697
18463,7.7104406,3.7582889,8.55676,2.7712257
18464,7.7286572,3.7648842,8.579974,2.7764769
18465,7.7190742,3.7599158,8.569697,2.772059
18466,7.729239,3.7652748,8.580291,2.776588
18467,7.7159843,3.7610323,8.565711,2.773191
18468,7.724325,3.76317,8.577953,2.7767284
18469,7.710337,3.7577233,8.556199,2.7687395
18470,7.7098446,3.7577825,8.558836,2.771161
18471,7.721488,3.7625551,8.5733,2.7741687
18472,7.712563,3.7589135,8.562605,2.7723033
18473,7.7084885,3.7574906,8.560009,2.7701807
18474,7.7091455,3.7579122,8.560784,2.7703736
18475,7.715106,3.7596898,8.566118,2.7724497
18476,7.715624,3.7601767,8.564521,2.7729082
18477,7.7144184,3.7596488,8.564056,2.7730052
18478,7.7273917,3.7645218,8.578175,2.7764714
18479,7.710264,3.7577734,8.55603,2.7709353
18480,7.721167,3.761775,8.570863,2.7737463
18481,7.7149677,3.760807,8.564525,2.771816
18482,7.7149053,3.7596962,8.565995,2.7725816
18483,7.7181597,3.7610555,8.566243,2.773083
18484,7.7289276,3.7656057,8.578812,2.778124
18485,7.7106504,3.7584035,8.556987,2.7714183
18486,7.7216535,3.7633345,8.572759,2.7756085
18487,7.7128744,3.7591827,8.562483,2.7723505
18488,7.7230735,3.7623827,8.573188,2.774442
18489,7.716786,3.760654,8.565888,2.7733572
18490,7.7136893,3.760209,8.564699,2.7712657
18491,7.7260585,3.7644513,8.5777025,2.777048
18492,7.723115,3.761854,8.574017,2.7739508
18493,7.7183003,3.761258,8.566979,2.7738717
18494,7.7054653,3.756111,8.553986,2.7686427
18495,7.718851,3.7620718,8.56968,2.7720475
18496,7.7255187,3.7642012,8.573664,2.7756736
18497,7.715908,3.759906,8.561047,2.7716882
18498,7.7215195,3.762692,8.569993,2.7749588
18499,7.723776,3.7637897,8.570154,2.7757266
18500,7.731892,3.7670565,8.581113,2.7790134
18501,7.7236457,3.7624183,8.573904,2.77378
18502,7.7152157,3.7601204,8.564366,2.7728121
18503,7.723584,3.7621286,8.574138,2.7739208
18504,7.716832,3.7603984,8.568196,2.7736084
18505,7.722373,3.7629392,8.573859,2.7742481
18506,7.7066584,3.756418,8.554442,2.7692506
18507,7.7224956,3.7638059,8.5738,2.7759721
18508,7.711431,3.7586498,8.558911,2.7720108
18509,7.7057886,3.7560058,8.55398,2.7688315
18510,7.7216544,3.762461,8.570576,2.7743938
18511,7.7138944,3.7596822,8.562358,2.7727263
18512,7.7272925,3.765504,8.573431,2.7765908
18513,7.7259817,3.7644374,8.577709,2.7770479
18514,7.720708,3.7618496,8.566411,2.772364
18515,7.728739,3.7655525,8.577963,2.7770364
18516,7.7186017,3.7614763,8.567333,2.7740989
18517,7.7176147,3.7619052,8.569104,2.7729557
18518,7.7086487,3.7575095,8.55681,2.7699077
18519,7.722891,3.762712,8.571324,2.7737706
18520,7.724847,3.763402,8.57481,2.7764373
18521,7.724156,3.763358,8.576727,2.7753217
18522,7.7277937,3.7650485,8.577815,2.7772372
18523,7.7283316,3.764759,8.579453,2.776016
18524,7.720766,3.7611527,8.5655155,2.7711184
18525,7.7181807,3.7616677,8.567447,2.7746935
18526,7.718622,3.7608724,8.570327,2.7736602
18527,7.7240615,3.763842,8.568022,2.7741477
18528,7.7170825,3.7600045,8.568001,2.7715647
18529,7.727221,3.7644646,8.580307,2.775892
18530,7.72466,3.7635589,8.5778675,2.775119
18531,7.7208347,3.7623143,8.570257,2.7745676
18532,7.7252645,3.763006,8.575613,2.7744858
18533,7.7191105,3.7622895,8.569077,2.7747672
18534,7.7274895,3.7649233,8.577475,2.7771256
18535,7.705869,3.7562237,8.556137,2.7691813
18536,7.724828,3.764323,8.571156,2.7768533
18537,7.7256517,3.7637095,8.578573,2.7756493
18538,7.7191305,3.7616465,8.568017,2.7748964
18539,7.725012,3.7639174,8.573981,2.7771811
18540,7.727151,3.7647302,8.57636,2.7761955
18541,7.718048,3.7613308,8.567477,2.774028
18542,7.714333,3.7594876,8.564349,2.7735782
18543,7.7218513,3.7618527,8.571703,2.7738783
18544,7.7065015,3.75664,8.551548,2.7696278
18545,7.7186184,3.7604413,8.56403,2.7708876
18546,7.7295027,3.7653618,8.580798,2.7768316
18547,7.717883,3.7608383,8.5656185,2.7727249
18548,7.7134504,3.7589462,8.568286,2.7716734
18549,7.712332,3.7589915,8.5592785,2.7722876
18550,7.7199674,3.7618585,8.568944,2.7746584
18551,7.7276287,3.7644048,8.579007,2.7762907
18552,7.718766,3.7623453,8.568877,2.7717018
18553,7.717055,3.7600505,8.566316,2.7720056
18554,7.721108,3.7618186,8.575239,2.773823
18555,7.7259126,3.7640455,8.578717,2.7759092
18556,7.726251,3.764219,8.579721,2.7756855
18557,7.709597,3.7575827,8.558648,2.7707965
18558,7.7144566,3.759448,8.565286,2.772329
18559,7.697529,3.753032,8.541099,2.7647436
18560,7.726079,3.7644718,8.577939,2.7771018
18561,7.72446,3.7634523,8.574732,2.7763486
18562,7.722858,3.7632787,8.571229,2.7759395
18563,7.71536,3.7592921,8.562087,2.7704656
18564,7.7078557,3.7569697,8.555825,2.7696605
18565,7.7227674,3.7635663,8.566947,2.774697
18566,7.72501,3.763959,8.572107,2.7745693
18567,7.7115326,3.758949,8.560486,2.770746
18568,7.716706,3.7604425,8.56799,2.774103
18569,7.720994,3.7619505,8.570948,2.7739632
18570,7.7239237,3.763815,8.575239,2.7748365
18571,7.719908,3.761748,8.564511,2.7716181
18572,7.7192245,3.7615874,8.568818,2.7746532
18573,7.722685,3.7630153,8.573774,2.7758396
18574,7.730772,3.7659938,8.581645,2.777204
18575,7.7279115,3.7649834,8.580672,2.776358
18576,7.717349,3.7606695,8.5630045,2.7717874
18577,7.714939,3.7598057,8.563222,2.7722728
18578,7.7195854,3.7610645,8.5635395,2.7708776
18579,7.7198505,3.7620008,8.568266,2.7753131
18580,7.727436,3.7648315,8.580171,2.776327
18581,7.724485,3.76327,8.578113,2.776788
18582,7.7282557,3.764732,8.579231,2.7759635
18583,7.714401,3.7598672,8.562918,2.7726986
18584,7.711455,3.758323,8.562236,2.772113
18585,7.7152214,3.7599716,8.563615,2.7722156
18586,7.7206497,3.7615805,8.571851,2.7737377
18587,7.721439,3.762608,8.574551,2.7740467
18588,7.721175,3.762416,8.5697775,2.7754302
18589,7.7233076,3.7634773,8.569501,2.7743285
18590,7.7178035,3.760059,8.567631,2.7717278
18591,7.721081,3.761868,8.574854,2.7735841
18592,7.720163,3.7620144,8.5699625,2.774409
18593,7.7223606,3.7621534,8.574889,2.7740214
18594,7.723069,3.7634735,8.570619,2.7763693
18595,7.7157507,3.7600791,8.562969,2.7722895
18596,7.704673,3.7557585,8.554607,2.7687342
18597,7.7166204,3.759608,8.563506,2.7708948
18598,7.7081556,3.7573867,8.554114,2.7705095
18599,7.7231784,3.7632327,8.574206,2.7759964
18600,7.705345,3.755989,8.554256,2.768776
18601,7.7174973,3.7605188,8.569438,2.7725766
18602,7.7222586,3.762695,8.572933,2.77468
18603,7.7243514,3.7632034,8.577827,2.7767088
18604,7.7214994,3.763092,8.571587,2.776063
18605,7.7118964,3.7588987,8.563968,2.771004
18606,7.708385,3.757405,8.557961,2.769921
18607,7.729207,3.765228,8.580515,2.7767413
18608,7.720129,3.7617416,8.572394,2.7743027
18609,7.728479,3.7651865,8.578817,2.7779992
18610,7.7183104,3.7614062,8.569478,2.7735417
18611,7.711731,3.758743,8.56013,2.7723906
18612,7.72441,3.7633507,8.57354,2.7753675
18613,7.723837,3.7632697,8.570003,2.7742498
18614,7.708104,3.7566931,8.558155,2.7701738
18615,7.7231526,3.762543,8.57091,2.7721019
18616,7.7270555,3.7641835,8.577262,2.7758787
18617,7.729495,3.7652607,8.579819,2.7761366
18618,7.7240553,3.7632728,8.577151,2.775347
18619,7.70776,3.7565744,8.558738,2.7703686
18620,7.722536,3.7638168,8.5735445,2.7759502
18621,7.727706,3.7647946,8.5809555,2.7761722
18622,7.7250776,3.7644067,8.571856,2.77715
18623,7.729841,3.766012,8.579293,2.7776783
18624,7.72228,3.7627501,8.573298,2.7756467
18625,7.7134824,3.7597642,8.559824,2.7724855
18626,7.7121034,3.7584357,8.56054,2.7716901
18627,7.7096195,3.7579691,8.555116,2.7706056
18628,7.724207,3.7627318,8.574426,2.7742693
18629,7.720925,3.7617352,8.574842,2.7739358
18630,7.7261686,3.7645674,8.577821,2.777105
18631,7.7207026,3.762187,8.573416,2.7739067
18632,7.7206435,3.7624307,8.570197,2.773392
18633,7.709263,3.757863,8.555492,2.770839
18634,7.712674,3.7587068,8.564114,2.7724397
18635,7.7144947,3.7588818,8.5587435,2.7693036
18636,7.716238,3.760346,8.564805,2.7732909
18637,7.716375,3.760308,8.565006,2.7729404
18638,7.720861,3.7607942,8.572659,2.7729867
18639,7.711982,3.7580953,8.562557,2.7715745
18640,7.721871,3.762866,8.569806,2.7760417
18641,7.7222333,3.762729,8.573443,2.7747865
18642,7.712791,3.759206,8.561757,2.772854
18643,7.7271013,3.76455,8.577688,2.777108
18644,7.727483,3.7643461,8.578763,2.775646
18645,7.719296,3.7624564,8.569384,2.771969
18646,7.7218184,3.763066,8.576095,2.7742527
18647,7.710702,3.757507,8.560243,2.7712433
18648,7.7283,3.7648711,8.578637,2.776404
18649,7.726056,3.764508,8.57763,2.7770455
18650,7.717817,3.7613657,8.564399,2.7737665
18651,7.722406,3.762434,8.575076,2.7743723
18652,7.7169976,3.7615812,8.567054,2.7721603
18653,7.722757,3.7629833,8.571495,2.7750452
18654,7.725855,3.7643802,8.577472,2.7769759
18655,7.716588,3.7610164,8.566282,2.7708442
18656,7.7142563,3.7595255,8.5612545,2.771787
18657,7.7159967,3.759778,8.562533,2.7722366
18658,7.72217,3.7630162,8.576494,2.7743194
18659,7.725493,3.7647974,8.5715065,2.776988
18660,7.722802,3.7619572,8.572742,2.7735207
18661,7.7231097,3.7628608,8.577077,2.7748709
18662,7.710897,3.7583787,8.558021,2.7714276
18663,7.708769,3.756884,8.556997,2.7699625
18664,7.710652,3.7580316,8.56013,2.7712278
18665,7.722362,3.7624037,8.5742445,2.774575
18666,7.718816,3.7614748,8.572782,2.7731097
18667,7.7198915,3.7612495,8.569081,2.7732267
18668,7.7292,3.7652557,8.580047,2.7767506
18669,7.7166348,3.7601585,8.561239,2.7706954
18670,7.7218704,3.7614405,8.5733385,2.7735431
18671,7.7223406,3.7630808,8.567435,2.7740185
18672,7.7227964,3.762327,8.570045,2.7718804
18673,7.7053328,3.755776,8.55637,2.7695897
18674,7.7189775,3.761511,8.569594,2.774114
18675,7.721681,3.762749,8.575972,2.774089
18676,7.719564,3.7619035,8.565184,2.7733245
18677,7.726349,3.7649117,8.572948,2.7756898
18678,7.7203016,3.7607512,8.570219,2.7726696
18679,7.7112966,3.7585135,8.5579195,2.7717924
18680,7.727185,3.7642057,8.57813,2.7754004
18681,7.718556,3.7616005,8.567118,2.7728198
18682,7.716875,3.7599332,8.566401,2.7716823
18683,7.7165,3.7606447,8.569127,2.7730103
18684,7.7197046,3.7618656,8.567819,2.7745466
18685,7.7189674,3.7616189,8.571579,2.773517
18686,7.7112727,3.7580369,8.561978,2.7718766
18687,7.7196145,3.761274,8.569228,2.7727578
18688,7.7154703,3.7600746,8.563994,2.7725704
18689,7.7223845,3.7615807,8.572247,2.7736747
18690,7.704443,3.7553272,8.554057,2.7690322
18691,7.7173185,3.7609649,8.565558,2.7724435
18692,7.721018,3.7616932,8.570634,2.7734478
18693,7.720405,3.7619677,8.5725975,2.7746718
18694,7.717923,3.761857,8.569176,2.7726507
18695,7.7241077,3.764093,8.56935,2.7757978
18696,7.7260547,3.7640622,8.578916,2.7758603
18697,7.7205396,3.7615588,8.5684805,2.7719996
18698,7.7244782,3.7632127,8.578194,2.7768064
18699,7.721983,3.762982,8.575982,2.7741232
18700,7.7213693,3.7611425,8.57142,2.772765
18701,7.7260203,3.7644763,8.577819,2.777095
18702,7.7292447,3.7651763,8.579562,2.7760565
18703,7.7148795,3.759516,8.561918,2.7711573
18704,7.7033386,3.7549896,8.553688,2.768503
18705,7.719552,3.7617183,8.564314,2.7724388
18706,7.7213106,3.7625067,8.570156,2.774617
18707,7.7164464,3.7598,8.56182,2.7702785
18708,7.7215247,3.7626836,8.573628,2.7742813
18709,7.716775,3.7612064,8.568705,2.771878
18710,7.7175097,3.7611427,8.570663,2.7733507
18711,7.7210865,3.7625883,8.575101,2.7737064
18712,7.72178,3.7616146,8.571706,2.7728455
